1289956071537172484	1046084008742801408
1171388755	1046084008742801408
548904824	589687384
548904824	1246657358844923904
779784931	255409050
612277839	17600950
1306834920992436224	790856528
1208708548911173632	917735162300981248
61379637	1055115112837668864
255409050	1191666951992426496
446085902	432507102
1285982672246804481	991735877704368128
1285982672246804481	1214567991255257088
1285982672246804481	1046084008742801408
1285982672246804481	114363810
1084991187692343296	100447031
548904824	1291199187908870144
1065277176075837441	2177595727
1065277176075837441	1440898064
1140580617282711552	978467831200202752
1114184483010273280	1209457724599095296
490466901	4923019812
1299110116923301888	2205285126
255409050	772369903542153217
255409050	1265045853611479040
255409050	1185895125408309251
260630088	1562201468
190466697	580898398
1062156210089078787	4923019812
131844669	100447031
107284416	469164572
1089686965140635648	100447031
255409050	233453602
255409050	1092600230036496384
3343590853	100447031
255409050	1092600230036496384
1038285971639361536	1041242686429118464
255409050	1729592713
1055820014303891457	548904824
47251468	53351360
1147495568106594309	1482254538
956554895305277440	1185301570985979904
956554895305277440	1201673806156161025
548904824	1055820014303891457
1259062781258563585	1046084008742801408
390463409	731877853
2275398032	1562201468
255409050	1033994528523354112
399908198	480224156
1039020360748822529	1230129329893343232
1039020360748822529	719254478
1055820014303891457	548904824
1087776739462328320	432507102
399908198	117949111
33969796	154102750
1205500580203880449	1046084008742801408
982557721575608320	1144500700623192065
453158328	1128331569398108160
1282680756586700805	1186628784121737217
255409050	1297296847854170112
548904824	1863148884
2178259356	150589950
79237556	393823624
1201837568561561604	1143379692763791361
1201837568561561604	1244113314398875649
1322221722	1046084008742801408
1026714525360242688	2692774170
255409050	217731071
548904824	1014768930533994498
1186628784121737217	1282680756586700805
1253422351389089792	1152437175587241985
1607486988	150589950
1153916332867383296	1046084008742801408
292418952	270471441
1582231352	4187275698
255409050	2592311312
928467531278385152	270471441
1562980801	480224156
95378213	548904824
95378213	393823624
255409050	917675732079329280
1266551312679702528	1309053685343940608
548904824	1203582603934105602
548904824	1203582603934105602
280887840	1046084008742801408
1661531498	1068065299214163968
1311231067332829184	126557271
154072765	270471441
1259729822638456833	982557721575608320
1307953293386104833	100447031
1286260034783965185	1046084008742801408
1004762695558549505	1185779360738893824
820687535244382212	1189893401514102784
1308719799418011648	1307313214233878529
1303265619266076675	1307313214233878529
255409050	233453602
255409050	3355706668
255409050	768731685575729152
1101347353045291008	1384483754
1068065299214163968	1249488321522200576
1203582603934105602	548904824
1150431105637470208	1068065299214163968
255409050	3355706668
255409050	768731685575729152
1308007579658854400	971781658679521287
548904824	1203582603934105602
255409050	768731685575729152
729229672349765632	255409050
255409050	1291193792104603648
949525285828833280	913060739249725447
1147495568106594309	1482254538
255409050	768731685575729152
1251599111176032256	1084456172395016193
3029106588	243559885
1267453193400627201	1072038735456268288
811322074098610176	1292095636485988353
811322074098610176	1046084008742801408
255409050	1288111697224282112
733470255104675840	393823624
733470255104675840	1288684029022056449
1256844831562674176	548904824
1799511535	1046084008742801408
1106809957586919424	1046084008742801408
255409050	1112181774992314368
633015497	17600950
102950242	1227029291398885376
2372116789	5511
255409050	4201441519
255409050	1177841654759219200
800321982	1384483754
512719709	1542749965
512719709	6256122
512719709	1046084008742801408
982557721575608320	73767906
1077389505676509185	1174262924849889281
1265116008345251840	1269496148655353857
952353381405753345	7101692
1577068981	1046084008742801408
1225084021035503616	1046084008742801408
1020722699558010880	1384483754
735444618515353601	1384483754
2166258811	1384483754
255409050	1206669167589330944
512650978	1304156379494506497
512650978	1258217714675601408
512650978	1300217495190601736
1203582603934105602	548904824
255409050	863337891019149312
255409050	1524416606
126627407	548904824
126627407	466318389
548904824	2489107034
1251599111176032256	1046084008742801408
888478394	349578790
888478394	803235787139448832
888478394	38903784
255409050	1206669167589330944
636687995	393823624
1133727488805199872	385847559
1133727488805199872	1131120079523811329
1133727488805199872	1046084008742801408
548904824	466318389
1124503709398982656	150589950
60246233	393823624
1034022134434037761	417802187
278956685	1446152389
1187209594117844992	255409050
1187209594117844992	1305965279931846656
1263732791574814721	393823624
1135165621614682112	982557721575608320
1098783352914464768	63433517
1278484524423208960	1384483754
255409050	1305965279931846656
3165148650	456426648
1272954378194829312	1197225394866282496
2534712018	1384483754
548904824	1300060167417942016
1119071280706117632	1046084008742801408
3138164060	1046084008742801408
255409050	884736227064266752
841586689977991168	393823624
1281786857219452928	408347904
1693403720	1046084008742801408
1218411345399255040	388732476
255409050	1285403202976755713
1251701346056540162	1295752428294348800
884736227064266752	255409050
255409050	884736227064266752
1313449730	237630256
1313449730	271326777
1313449730	469164572
1313449730	271326777
1287109628489211910	1125515406611869696
884736227064266752	255409050
1285403202976755713	255409050
1216999417833590784	1301725946131619840
255409050	1524416606
773041156791808000	100447031
1304395991425019904	823823431359557633
982557721575608320	1272879108867846144
255409050	188642114
913060739249725447	949525285828833280
1083701907581853696	17600950
1119071280706117632	1046084008742801408
72514550	742765756945813504
255409050	1264891396881694722
1218102564	1084456172395016193
2461536675	393823624
3113212893	1209457724599095296
306206607	17874894
1151897617950892032	1687719397
306206607	17874894
1274561564943585281	1288684029022056449
255409050	917440593877278720
306206607	17874894
3187145372	1255457771237134342
3187145372	1285212293744046080
3187145372	1201673806156161025
1068065299214163968	1453648622
1261581807213899783	1305081446067970048
1240105510545682433	1174292355630821377
255409050	1306874818839494656
255409050	1372201550
3288231804	903579621395804160
255409050	1649606504
1009190538	7513792
2737358840	1046084008742801408
1659294566	30648872
1659294566	469164572
1659294566	1288684029022056449
2456958924	255409050
2456958924	177502901
548904824	245582614
1176020556073730050	393823624
725092290	1043783584262180864
531874250	1046084008742801408
255409050	177502901
2404776824	548904824
321326707	1384483754
838777607915130882	949525285828833280
1523820925	4187275698
1152557665874137091	1384483754
958585682758438912	949525285828833280
1262353194916515840	2866798189
1262353194916515840	1046084008742801408
1304113243	4187275698
548904824	365850706
1262353194916515840	2866798189
1262353194916515840	1046084008742801408
255409050	1078965512963387394
1239462091364302853	82552414
255409050	1196040384591220736
498888857	1384483754
1236866566249046017	1384483754
948778579101302787	393823624
1219500656844664832	1384483754
255409050	833217376271241216
255409050	902122958918963200
255409050	3848731
2930415702	23343960
1232998079843815424	61379637
1262353194916515840	2866798189
1262353194916515840	1046084008742801408
100809115	1041673238928011264
255409050	1119217226085650432
1267485718970011648	1111061652726677504
1274269548779200512	1266718945320382467
255409050	878946816
1293416625459171330	1080830048054046720
982557721575608320	7870952
1309512706127323143	2245005821
1309512706127323143	366987179
255409050	1005567776029724678
365850706	548904824
1304355115499794432	1176343710344237057
1304355115499794432	1530836610
1152215992073719811	4187275698
72514550	255409050
72514550	1181350639458062337
151539457	408347904
255409050	1073996516308660224
1102269503772123137	1046084008742801408
1138632001450196995	1075878948507127808
1138632001450196995	548904824
255409050	1095000764198473728
982557721575608320	1266040205565280257
1291656556191166466	1297395774154616835
255409050	1181350639458062337
364069058	4187275698
3104849749	4187275698
832210014458646528	131476314
99247675	105316817
255409050	1066543303208787970
1555967400	4187275698
1311152902300291076	4187275698
1295443924316598273	863391
255409050	7543
1218720893657960449	1046084008742801408
2292588696	11628
2292588696	1151330911423627265
2292588696	1046084008742801408
82840898	4187275698
1038646592943734784	243559885
1057591645	4187275698
757585927988350976	1068065299214163968
1232069279773626369	23343960
255409050	1231137815368327168
1075878948507127808	548904824
255409050	463548010
255409050	463548010
547379032	393387753
255409050	1602761
255409050	1602761
294984760	2405996178
1304156379494506497	971781658679521287
840088645	1496061276
840088645	1068065299214163968
1165506604512342016	2802812322
548904824	225002757
1300060167417942016	548904824
1131234473125617664	30648872
1131234473125617664	469164572
1131234473125617664	1288684029022056449
1304156379494506497	1190837492318003200
