,source,target
1014,89765991,1163670650
1015,89765991,18158130
1016,89765991,1218109158399983616
1017,89765991,959660221143461889
1018,74968685,69183155
1019,2241693296,16734434
1020,1207658530980818945,548904824
1021,548904824,1207658530980818945
1022,1207658530980818945,548904824
1023,1068065299214163968,1303750578263089152
1024,1068065299214163968,1289814357317058560
1025,1068065299214163968,1287750315907801088
1026,1068065299214163968,1246308367724765184
1027,1195160942947913728,69183155
1028,577757039,260686783
1029,1072784059447689216,69183155
1030,2789615713,69183155
1031,111278599,69183155
1032,713296414982340608,69183155
1033,715667594,69183155
1034,1309332097488678912,1219622940435632130
1035,624694353,809758186479566848
1036,835389409,69183155
1037,979137941749379072,69183155
1038,835389409,69183155
1039,1010907261533687809,1113285155899072513
1040,1298926592492597248,69183155
1041,1309526327586820097,548904824
1042,573508257,69183155
1043,220519310,117949111
1044,235954048,69183155
1045,2187512586,69183155
1046,103266725,1047426981317378054
1047,61379637,805068750
1048,1286213728048824320,69183155
1049,409745359,69183155
1050,726755455,69183155
1051,1634551123,255409050
1052,1634551123,1154600251480612864
1053,1634551123,3616332019
1054,86267448,41462426
1055,86267448,581492324
1056,1205140684757323776,1163670650
1057,1205140684757323776,18158130
1058,1205140684757323776,1218109158399983616
1059,1205140684757323776,959660221143461889
1060,18158130,1163670650
1061,18158130,18158130
1062,18158130,1218109158399983616
1063,18158130,959660221143461889
1064,4184722512,69183155
1065,100541385,17588443
1066,142217629,18158130
1067,142217629,1218109158399983616
1068,142217629,4923019812
1069,244577922,69183155
1070,1206495367161765888,1113798915449483265
1071,1664608862,69183155
1072,1247399715546599424,69183155
1073,255409050,72101997
1074,1131107343477772288,69183155
1075,232015016,69183155
1076,1083009250014588929,69183155
1077,2570214191,117949111
1078,2570214191,393823624
1079,1706546101,69183155
1080,1032908002448134144,255409050
1081,98495545,17588443
1082,1002722272690384896,1201673806156161025
1083,1301064380264538112,393823624
1084,30648872,17588443
1085,556115232,529165284
1086,556115232,1068065299214163968
1087,991490163166429185,260686783
1088,4707420859,260686783
1089,3184146601,69183155
1090,573216713,69183155
1091,1851390476,393823624
1092,1181461026039926785,255409050
1093,36988709,1023114824
1094,1241047456562868224,69183155
1095,3098599274,18129942
1096,296476161,18129942
1097,1141580179317280768,393823624
1098,3194047494,14282285
1099,509191188,260686783
1100,295507436,260686783
1101,1068065299214163968,1264364203214639105
1102,1309395210300866560,753041497109528578
1103,331380885,260686783
1104,1205140684757323776,260686783
1105,954735710342270976,260686783
1106,110727388,255409050
1107,1141712950333325312,1056613260676423680
1108,1141712950333325312,14282285
1109,3697129159,759692754985242625
1110,986263636179017728,260686783
1111,1246341963420295168,1201673806156161025
1112,1199532309046628352,1307946297060519936
1113,550767533,14282285
1114,1273639829511667712,1183547136635363329
1115,255409050,1154600251480612864
1116,255409050,3616332019
1117,255409050,1154600251480612864
1118,255409050,3616332019
1119,59101811,759692754985242625
1120,1115408754302828549,1274511424211939329
1121,1115408754302828549,1281432143327944704
1122,951894346164350977,69183155
1123,900352924307513345,891564038781415424
1124,900352924307513345,393823624
1125,144161284,712276389286686721
1126,144161284,43088704
1127,144161284,3184723542
1128,1970421200,69183155
1129,1070338952475828225,69183155
1130,255409050,1066993367630790656
1131,1279924004279644160,69183155
1132,56023178,18071520
1133,458256189,69183155
1134,23873832,1155399097387384832
1135,179382332,135795460
1136,58145444,135795460
1137,548387924,393823624
1138,2313672350,135815019
1139,891564038781415424,393823624
1140,231355136,393823624
1141,1162223272353644546,41730943
1142,1258800298606223361,135795460
1143,405207567,3266994066
1144,1209644431,231355136
1145,1276346304,1276346304
1146,1214712160523173889,712276389286686721
1147,1214712160523173889,43088704
1148,1214712160523173889,3184723542
1149,1191991749993873410,712276389286686721
1150,1191991749993873410,43088704
1151,1191991749993873410,3184723542
1152,1252448470704652290,14282285
1153,712276389286686721,43088704
1154,1013716135785533445,18129942
1155,74673980,124390203
1156,745490115066109952,982557721575608320
1157,1290125732790718465,1046084008742801408
1158,1068065299214163968,3102773768
1159,1047388322979405824,3262569906
1160,75329452,177848697
1161,98846045,480224156
1162,1165850944778555392,14282285
1163,1308645657360527360,14282285
1164,548904824,1205047011944173569
1165,1003635627374415874,14282285
1166,1241626709541007360,1004156420
1167,1241626709541007360,19061746
1168,1205140684757323776,177848697
1169,2532085091,69183155
1170,109865696,22126902
1171,1298926592492597248,69183155
1172,1293710409438904320,69183155
1173,292255033,69183155
1174,346685816,393823624
1175,1071088162372370432,255409050
1176,1140944216522031106,1140166932701646849
1177,903835939683704836,157502810
1178,903835939683704836,1201673806156161025
1179,885850874,47274731
1180,555870705,456426648
1181,2932955808,14282285
1182,3102773768,244478256
1183,3102773768,1068065299214163968
1184,158717134,1047426981317378054
1185,1174967534782599170,22126902
1186,270872532,14282285
1187,270872532,572613285
1188,3488312593,177848697
1189,124171593,124171593
1190,1067413164155854848,14282285
1191,993091262,393823624
1192,255409050,296025593
1193,1244520486630862848,22126902
1194,1301985819482234880,108424611
1195,249712872,393823624
1196,1188223539083530240,17600950
1197,1300723048379641857,18071520
1198,1594481414,22126902
1199,1594481414,22126902
1200,1594481414,23343960
1201,1284765740290043905,22126902
1202,1272463567602585600,22126902
1203,159853017,23343960
1204,239336069,23343960
1205,446186741,22126902
1206,1217495116186652672,393823624
1207,1278206831530176512,1047426981317378054
1208,1290668613213360129,1165538036366446592
1209,1247876119459549187,393823624
1210,255409050,296025593
1211,1229294978859331584,177848697
1212,1254970986379665409,1238012525129560064
1213,1089167212638687232,393823624
1214,3144659070,14282285
1215,59479924,255409050
1216,59479924,59479924
1217,1148934194308927490,11852532
1218,255409050,59479924
1219,354729725,87219958
1220,907396004449738752,393823624
1221,255409050,1137556979243659265
1222,194590819,22126902
1223,986263636179017728,22126902
1224,1083253856027332608,22126902
1225,1287139823124275201,14282285
1226,2721055424,6000262
1227,33247169,23343960
1228,255409050,4098721
1229,1238017198817337345,393823624
1230,255409050,136566856
1231,1255779730739118080,1298251880682778624
1232,1285828525027545088,1201673806156161025
1233,255409050,4386321
1234,239842652,1049789345589157889
1235,239842652,393823624
1236,239842652,1049789345589157889
1237,1049789345589157889,393823624
1238,1351146206,177848697
1239,82260385,2892733706
1240,971225875,1295628697018306560
1241,892401236590305280,976722781088841728
1242,1170725258,177848697
1243,2290871040,393823624
1244,548904824,150971297
1245,2476319472,177848697
1246,4892164430,393823624
1247,846318338955366405,1001041457187250176
1248,1177922291654545408,1296823071672688643
1249,2481604064,177848697
1250,89664544,177848697
1251,1001799036674850817,548904824
1252,1073811605140336642,177848697
1253,72994945,177848697
1254,1219092275986198529,1201673806156161025
1255,1092401416562298880,1090095053186293760
1256,1092401416562298880,1046084008742801408
1257,1252938031272583168,393823624
1258,564544024,393823624
1259,439873216,10228272
1260,1234119920280932356,393823624
1261,1234119920280932356,1288684029022056449
1262,1234119920280932356,43088704
1263,1234119920280932356,1187281119978258432
1264,153710055,393823624
1265,1302505466208030725,393823624
1266,440539804,393823624
1267,81122442,393823624
1268,255409050,1298252811549806593
1269,82277118,393823624
1270,1298252811549806593,255409050
1271,90809267,393823624
1272,2177684286,393823624
1273,2177684286,393823624
1274,255409050,136566856
1275,1087659345767067650,393823624
1276,255409050,255409050
1277,1239030710,393823624
1278,1262282579102715904,2855261
1279,1262282579102715904,128956932
1280,1006453164659204096,393823624
1281,86487592,393823624
1282,1519839584,393823624
1283,1130539621,393823624
1284,255409050,136566856
1285,255409050,393823624
1286,745558237,393823624
1287,2390183970,393823624
1288,22138948,393823624
1289,2777807606,393823624
1290,1088270024874151936,393823624
1291,2340702241,393823624
1292,1165721556422578176,393823624
1293,203956775,393823624
1294,263177309,393823624
1295,251544764,393823624
1296,1255779730739118080,517464711
1297,1149238471355072512,1046084008742801408
1298,1255779730739118080,1295192320422207489
1299,61683377,480224156
1300,255409050,179430435
1301,255409050,179430435
1302,1286942900509503489,154072765
1303,255409050,23335796
1304,1145544741129375744,1084456172395016193
1305,98851773,754460
1306,4892164430,393823624
1307,1183037206077689857,1226278445560152065
1308,2274323036,14282285
1309,548904824,6161522
1310,255409050,4386321
1311,255409050,174971238
1312,255409050,4386321
1313,255409050,174971238
1314,1280672590390898690,117437980
1315,255409050,2419932986
1316,255409050,3131048062
1317,255409050,2419932986
1318,255409050,3131048062
1319,62717511,393823624
1320,580648404,1068065299214163968
1321,580648404,63433517
1322,1101062708323971072,393823624
1323,1100354280,1074359467939049473
1324,1255779730739118080,1145754329283870720
1325,152158693,1185410692448309248
1326,1214093688248266752,4187275698
1327,803796558898544640,393823624
1328,1290273723778387973,292085330
1329,1278390490237263873,393823624
1330,1255779730739118080,144989939
1331,549854969,396349387
1332,56060212,548904824
1333,782035211567570944,126557271
1334,1156845421261537280,14282285
1335,725525892651339777,393823624
1336,255409050,22723294
1337,103165754,393823624
1338,347712221,31686175
1339,347712221,469164572
1340,1124540757644152837,393823624
1341,1124540757644152837,100447031
1342,1124540757644152837,4923019812
1343,1124540757644152837,949184846
1344,1124540757644152837,809758186479566848
1345,518114311,393823624
1346,949184846,393823624
1347,1305003600670670850,1299242817072504832
1348,1305003600670670850,936146334268121093
1349,1519839584,393823624
1350,1088270024874151936,393823624
1351,1016648173,393823624
1352,184362486,393823624
1353,81122442,393823624
1354,1866224887,393823624
1355,1136483607650787328,393823624
1356,165752815,393823624
1357,323810023,393823624
1358,946213890139942912,393823624
1359,871428672,393823624
1360,244461732,393823624
1361,1264167516269457408,393823624
1362,3391398021,393823624
1363,377253347,393823624
1364,715667594,393823624
1365,1177908107910926336,445979674
1366,1177908107910926336,1167056637963599874
1367,1177908107910926336,1241016981865693186
1368,540657890,154072765
1369,1256806998709899264,1241016981865693186
1370,1255779730739118080,1234641016830840832
1371,912424368,469164572
1372,255409050,243298593
1373,232843736,18071520
1374,1014876545247301632,1046084008742801408
1375,1236905697289199616,470280564
1376,1259096141292957696,1068065299214163968
1377,68625813,17588443
1378,304383364,304383364
1379,1068065299214163968,876181904608837632
1380,1068065299214163968,63433517
1381,1068065299214163968,1139183032244424706
1382,982557721575608320,1253703684044648453
1383,548904824,102921433
1384,892775755972620289,366987179
1385,1229572733954076674,519276267
1386,102921433,548904824
1387,1249014947398340608,1249302803299762177
1388,209467064,17588443
1389,599251525,100447031
1390,1068065299214163968,1272474127
1391,1068065299214163968,63433517
1392,1270532610591092736,9237922
1393,1249242650747666432,1204379119741390848
1394,1068065299214163968,596932709
1395,420947212,38903784
1396,3435602904,1210428303447740416
1397,493750045,20536157
1398,1203224227102375936,1173132023969398790
1399,78191510,100447031
1400,82552414,1414962122
1401,1173417308716273664,982557721575608320
1402,1173417308716273664,982557721575608320
1403,548904824,725501270
1404,1299242817072504832,936146334268121093
1405,4490315233,1904964794
1406,61388496,47817704
1407,1300078350031970304,1288844372457304065
1408,2281841341,1196688967040524288
1409,258653146,100447031
1410,230167682,154072765
1411,876746362422829056,1904964794
1412,158335725,154072765
1413,725501270,548904824
1414,4875997016,154072765
1415,849799685258657792,10228272
1416,2159271934,1204920439530590209
1417,2159271934,964814826462527488
1418,797062480220418048,830608387
1419,797062480220418048,255409050
1420,797062480220418048,2988704069
1421,309459024,154072765
1422,3301538405,1239067846790885376
1423,3301538405,1184094015505031168
1424,1253317591877079048,154072765
1425,1122517030861557760,154072765
1426,2184200894,14282285
1427,1169218076161691650,154072765
1428,1307001629292392448,1046084008742801408
1429,1297533746,14282285
1430,1205140684757323776,1904964794
1431,255409050,1089454075706408960
1432,255409050,893748645425668097
1433,982557721575608320,2823236154
1434,1687108519,17588443
1435,2920216747,2494045658
1436,2920216747,1046084008742801408
1437,1275729842005311489,1036831493878767617
1438,1305337926507618304,1261657464027574272
1439,1026056082450395136,1131192828250341377
1440,3301538405,1184094015505031168
1441,883689372633006085,982557721575608320
1442,255409050,1690771675
1443,425713595,110072084
1444,255409050,179430435
1445,487257216,1014489993442557953
1446,179430435,255409050
1447,179430435,255409050
1448,989187206513278977,1261657464027574272
1449,1272467211630731269,812247552
1450,46458063,100447031
1451,1312475174,287515868
1452,255409050,1690771675
1453,2614834184,61379637
1454,1521128862,61379637
1455,1107654933422075906,2494045658
1456,1107654933422075906,1046084008742801408
1457,1181774851289141248,14282285
1458,1181774851289141248,1216571933602353152
1459,1181774851289141248,1044159746280873984
1460,2283193362,1562201468
1461,957482702,957482702
1462,1044224018,1258989740
1463,1049973106956066816,82552414
1464,890217062,135815019
1465,1243694040224157696,135815019
1466,255409050,1296122828769488896
1467,255409050,1296122828769488896
1468,1227209471891402754,1201673806156161025
1469,46647466,893313470208253953
1470,46647466,30648872
1471,1259654959139745792,4187275698
1472,1213126229399748608,982557721575608320
1473,1421961343,123477306
1474,1421961343,920287659246862338
1475,1421961343,1212335103512199168
1476,1421961343,26564021
1477,1421961343,3269588773
1478,1421961343,23818581
1479,2725209464,61379637
1480,2725209464,61379637
1481,1163259520027488256,50287061
1482,479491094,4187275698
1483,1302494456860438528,548904824
1484,1159450256,2494045658
1485,1159450256,1046084008742801408
1486,1179975071470800898,1046084008742801408
1487,4144624752,1374218318
1488,827229247,760955376
1489,1240887602288320512,759692754985242625
1490,893313470208253953,69183155
1491,548904824,884419997329571840
1492,255409050,1128207505576697857
1493,1301004172574162944,2494045658
1494,1301004172574162944,1046084008742801408
1495,1285489935110164480,26970305
1496,1300723048379641857,23343960
1497,1201516670688194560,885230157560033280
1498,903229259417739265,14282285
1499,1178353741814087680,2494045658
1500,1178353741814087680,1046084008742801408
1501,1132788615262507009,548904824
1502,1078614368865013760,393823624
1503,1129592882669576192,4187275698
1504,1298243108811857920,3088062864
1505,1298243108811857920,1046084008742801408
1506,1232313029393469441,69183155
1507,1232313029393469441,135815019
1508,3099188544,2494045658
1509,3099188544,1046084008742801408
1510,1231769206875512833,1187284958370398209
1511,1021696455663177728,1046084008742801408
1512,63433517,1305738341376167938
1513,1011294620402139137,4187275698
1514,1104556101146619905,1177181039292112896
1515,902016018314174464,69183155
1516,1344119798,4187275698
1517,594594508,4187275698
1518,548904824,375363
1519,949983288,4187275698
1520,1297582751340625920,1046084008742801408
1521,99056770,4187275698
1522,1106344658102177792,4187275698
1523,100356743,4187275698
1524,544923250,4187275698
1525,914185698,4187275698
1526,3000832766,4187275698
1527,976472787337428993,4187275698
1528,283474953,4187275698
1529,35382723,4187275698
1530,290537559,4187275698
1531,1136268965229891584,128449803
1532,1056107640269357056,255409050
1533,937347722062970880,1194534812838531072
1534,77402087,69183155
1535,611711151,61379637
1536,1009060357623590914,928308639315648512
1537,1196688967040524288,270471441
1538,562883937,69183155
1539,1229613753324294144,69183155
1540,1071041102055014400,69183155
1541,741330930,69183155
1542,345765306,151261945
1543,2520073063,69183155
1544,80842796,69183155
1545,1237269075727765505,61379637
1546,306627493,376601151
1547,2607464850,1046084008742801408
1548,1116745456854298625,1497761209
1549,998969766,1261176298698760192
1550,1040587903271821315,2494045658
1551,1040587903271821315,1046084008742801408
1552,1303222237965643776,2494045658
1553,1303222237965643776,1046084008742801408
1554,1068065299214163968,843748398435987456
1555,1134851446162186241,719254478
1556,484490033,3019719920
1557,484490033,469164572
1558,1115267194844114947,1135238233015480321
1559,1247975088953020416,571626410
1560,1247975088953020416,1231495702296944640
1561,1247975088953020416,1280523900741234694
